Trip_Distance_km,Passenger_Count,Traffic_Conditions,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Morning,Day_of_Week_Weekend,Weather_Rain,Weather_Snow,Distance_Per_Minute,Is_Long_Trip,Cost_Interaction,Passenger_Density
-1.223563750597073,-0.4199143389192141,0.354509102144358,-0.7359289379199202,1.259426906244765,-0.8238357153468794,0.5087120680064032,0.0,0.0,0.0,0.0,-0.7479822580369943,-0.8029550685469661,-0.053179868864537,1.6052886202986258
1.0458167988889773,-1.3468775594914308,1.6922792989155206,-0.9364738203359024,1.235544723515178,-1.356660366859359,0.8187000992476162,1.0,1.0,0.0,0.0,-0.1618530340214097,1.245399698154478,-0.6119455282095153,-0.725564091129434
0.2016959264716486,1.4340121022252197,-0.9832610946268048,-1.2195960072761125,0.1847286834133547,-0.5574233895906395,-1.4805108183622884,1.0,0.0,1.0,0.0,1.4072097509391253,1.245399698154478,-0.3179407934326717,-0.1795965726935739
-1.2684253974512618,-0.4199143389192141,-0.9832610946268048,-0.0399202283585697,-0.8660873566884688,-0.9126398239322928,-0.9847215160784528,0.0,0.0,0.0,0.0,-0.7083688950800717,-0.8029550685469661,-1.0281476127870366,2.2275390491776093
0.970531736352062,0.5070488816530028,0.354509102144358,-1.1842057339085863,-1.5825528385760756,1.6626793250446927,-0.0078282353388934,1.0,1.0,0.0,0.0,0.0722367146621429,1.245399698154478,-0.4625932117864654,-0.4992893671813805
0.3455625870730137,-0.4199143389192141,-0.9832610946268048,0.0190635605873071,1.235544723515178,-1.4454644754447723,-0.7622069354655534,1.0,0.0,1.0,0.0,0.2275655901291833,1.245399698154478,-0.7033324351117314,-0.5329081522431688
0.7694278021781109,1.4340121022252197,0.354509102144358,0.986397699299692,0.972840713489722,-0.7350316067614663,0.2287331767617644,0.0,1.0,1.0,0.0,-0.0856821732483453,1.245399698154478,-0.0928678970049283,-0.3473369607822049
0.5884342614215549,-1.3468775594914308,-0.9832610946268048,0.9274139103538148,-1.4392597421985542,0.9522464563613868,0.1141238016684635,0.0,0.0,0.0,0.0,-0.1101530022504577,1.245399698154478,-0.575390765448629,-0.7012440727492787
-0.4485401273574605,-1.3468775594914308,0.354509102144358,0.6442917234136045,0.3280217797908762,-0.7350316067614663,0.0675138608227195,0.0,0.0,1.0,0.0,-0.4625873171311716,-0.8029550685469661,-0.3889614753681081,-0.563355815955347
0.0165771768089599,1.4340121022252197,1.6922792989155206,-1.490921436427147,-1.510906290387315,-1.4454644754447723,-1.15360274010173,0.0,0.0,0.0,0.0,0.4113403536535043,-0.8029550685469661,-1.4840377255049486,-0.0967147893591815
0.0299841057538901,-1.3468775594914308,0.354509102144358,-1.6914663188431298,-0.4839724330150784,1.4850711078738663,0.1667994197475571,0.0,1.0,1.0,0.0,-0.3158201087881919,-0.8029550685469661,0.5828730031748868,-0.6510893555841702
4.2596681581905305,1.4340121022252197,1.6922792989155206,1.1279587927697972,1.0922516271376566,-0.5574233895906395,-0.262586679139602,0.0,0.0,0.0,0.0,1.5851916061003155,1.245399698154478,0.1384715301818243,-0.6449105006402547
