Trip_Distance_km,Passenger_Count,Traffic_Conditions,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Morning,Day_of_Week_Weekend,Weather_Rain,Weather_Snow,Distance_Per_Minute,Is_Long_Trip,Cost_Interaction,Passenger_Density
-0.39491241157774015,0.5070488816530028,-0.9832610946268047,0.06625059174400891,-1.033262635795577,0.2418135876780802,-0.2645021561606601,1.0,0.0,0.0,0.0,-0.37642245522781875,-0.8029550685469661,-0.5545023295852654,-0.06421372641036335
1.0612863322869737,-1.3468775594914308,1.6922792989155206,0.01906356058730717,-1.4631419249281412,1.2186587821176265,-0.6875033316442929,0.0,0.0,0.0,0.0,0.5681686434046204,1.245399698154478,-0.4991479745473516,-0.7262314066941161
0.5085083388652407,-1.3468775594914308,1.6922792989155206,-0.9482705781250775,-0.05409314388251446,-1.267856258273946,-0.7928545678024805,0.0,1.0,0.0,0.0,0.35177831690171857,1.245399698154478,-0.9435494475404137,-0.6958248889940611
0.17127251078892247,1.4340121022252195,-0.9832610946268047,-0.028123470569394574,-1.725845934953597,-1.267856258273946,1.7464294697800216,0.0,0.0,0.0,0.0,-0.4903743961844491,1.245399698154478,-1.49187088895371,-0.1672796325826033
-0.060770490181021285,0.5070488816530028,1.6922792989155206,-0.6769451489740428,-1.4392597421985542,0.2418135876780802,-1.2599117147704466,0.0,0.0,0.0,0.0,0.5059273053536331,-0.8029550685469661,-0.8385850573270113,-0.2500477707785454
-0.9471747538862063,-0.4199143389192141,0.354509102144358,-1.1252219449627092,1.1400159925968303,1.6626793250446927,0.8691409941354757,0.0,1.0,0.0,0.0,-0.6833850195601192,-0.8029550685469661,2.394944814321685,0.24919995252563432
-1.1941716371408797,1.4340121022252195,1.6922792989155206,0.007266802798131471,1.0206050789488956,-0.024598738078159932,-1.8214657281106053,0.0,0.0,1.0,0.0,-0.038365468145850526,-0.8029550685469661,0.6225610313152772,3.4709486275959165
0.8472911202813586,0.5070488816530028,-0.9832610946268047,-0.629758117817341,1.522130916270221,-0.5574233895906395,-0.007828235338893484,0.0,1.0,0.0,0.0,0.026881366260612,1.245399698154478,0.3546668413676386,-0.4813074889688958
0.17746032414812102,0.5070488816530028,1.6922792989155206,-0.8656932736008497,1.3071912717039387,0.41942180484890695,1.5395579515057618,1.0,0.0,0.0,0.0,-0.4712131011695219,1.245399698154478,1.2690581212863834,-0.33577840017933525
0.44817715861305557,-0.4199143389192141,-0.9832610946268047,-0.13429429067197324,0.6862545207346794,1.5738752164592795,-0.007828235338893484,0.0,0.0,1.0,0.0,-0.12000164488074753,1.245399698154478,1.8393124203562108,-0.549215243383771
-0.060770490181021285,1.4340121022252195,-0.9832610946268047,-1.3021733118003407,-1.558670655846489,1.2186587821176265,-1.1417906318052058,1.0,0.0,0.0,0.0,0.3295327682938766,-0.8029550685469661,-0.5889682487598155,-0.05551470478613259
